jurisdictionId,jurisdictionName,state,rowNecValue,stateTableEdition,skeletonEdition,oldAttribution,actualOrigin,newCanonicalSourceClass,valueChangedByContainment,attributionChangedByContainment,category
"ms-harrison-harrison-county","Harrison County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-hinds-clinton","City of Clinton Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-hinds-hinds-county","Hinds County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-holmes-holmes-county","Holmes County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-humphreys-humphreys-county","Humphreys County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-issaquena-issaquena-county","Issaquena County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-itawamba-itawamba-county","Itawamba County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-jackson-pascagoula","City of Pascagoula Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-jackson-jackson-county","Jackson County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-jasper-jasper-county","Jasper County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-jefferson-jefferson-county","Jefferson County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-jefferson-davis-jefferson-davis-county","Jefferson Davis County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-jones-jones-county","Jones County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-kemper-kemper-county","Kemper County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lafayette-lafayette-county","Lafayette County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lamar-lamar-county","Lamar County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lauderdale-meridian","City of Meridian Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lauderdale-lauderdale-county","Lauderdale County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lawrence-lawrence-county","Lawrence County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-leake-leake-county","Leake County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lee-tupelo","City of Tupelo Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lee-lee-county","Lee County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-leflore-leflore-county","Leflore County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lincoln-lincoln-county","Lincoln County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lowndes-columbus","City of Columbus Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-lowndes-lowndes-county","Lowndes County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-madison-madison","City of Madison Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-madison-ridgeland","City of Ridgeland Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-madison-madison-county","Madison County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-marion-marion-county","Marion County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-marshall-marshall-county","Marshall County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-monroe-monroe-county","Monroe County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-montgomery-montgomery-county","Montgomery County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-neshoba-neshoba-county","Neshoba County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-newton-newton-county","Newton County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-noxubee-noxubee-county","Noxubee County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-oktibbeha-starkville","City of Starkville Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-oktibbeha-oktibbeha-county","Oktibbeha County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-panola-panola-county","Panola County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-pearl-river-pearl-river-county","Pearl River County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-perry-perry-county","Perry County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-pike-pike-county","Pike County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-pontotoc-pontotoc-county","Pontotoc County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-prentiss-prentiss-county","Prentiss County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-quitman-quitman-county","Quitman County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-rankin-brandon","City of Brandon Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-rankin-flowood","City of Flowood Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-rankin-pearl","City of Pearl Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-rankin-rankin-county","Rankin County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-scott-scott-county","Scott County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-sharkey-sharkey-county","Sharkey County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-simpson-simpson-county","Simpson County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-smith-smith-county","Smith County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-stone-stone-county","Stone County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-sunflower-sunflower-county","Sunflower County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-tallahatchie-tallahatchie-county","Tallahatchie County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-tate-tate-county","Tate County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-tippah-tippah-county","Tippah County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-tishomingo-tishomingo-county","Tishomingo County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-tunica-tunica-county","Tunica County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-union-union-county","Union County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-walthall-walthall-county","Walthall County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-warren-warren-county","Warren County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-warren-vicksburg","City of Vicksburg Building Dept","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-washington-washington-county","Washington County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-wayne-wayne-county","Wayne County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-webster-webster-county","Webster County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-wilkinson-wilkinson-county","Wilkinson County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-winston-winston-county","Winston County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-yalobusha-yalobusha-county","Yalobusha County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ms-yazoo-yazoo-county","Yazoo County Building Department","MS","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"mt-beaverhead-beaverhead-county","Beaverhead County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-big-horn-big-horn-county","Big Horn County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-blaine-blaine-county","Blaine County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-broadwater-broadwater-county","Broadwater County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-carbon-carbon-county","Carbon County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-carter-carter-county","Carter County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-cascade-great-falls","City of Great Falls Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-cascade-cascade-county","Cascade County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-chouteau-chouteau-county","Chouteau County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-custer-miles-city","City of Miles City Building Dept","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-custer-custer-county","Custer County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-daniels-daniels-county","Daniels County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-dawson-glendive","City of Glendive Building Dept","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-dawson-dawson-county","Dawson County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-deer-lodge-anaconda","City of Anaconda Building Dept","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-deer-lodge-deer-lodge-county","Deer Lodge County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-fallon-fallon-county","Fallon County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-fergus-fergus-county","Fergus County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-flathead-kalispell","City of Kalispell Building Dept","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-flathead-flathead-county","Flathead County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-gallatin-bozeman","City of Bozeman Building Dept","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-gallatin-gallatin-county","Gallatin County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-garfield-garfield-county","Garfield County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-glacier-glacier-county","Glacier County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-golden-valley-golden-valley-county","Golden Valley County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-granite-granite-county","Granite County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-hill-havre","City of Havre Building Dept","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-hill-hill-county","Hill County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-jefferson-jefferson-county","Jefferson County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-judith-basin-judith-basin-county","Judith Basin County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-lake-lake-county","Lake County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-lewis-and-clark-helena","City of Helena Building Dept","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
