id,state,name,necVersion,hasIdentity,permitAuthority,why
"nj-salem-salem-county","NJ","Salem County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nj-somerset-somerset-county","NJ","Somerset County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nj-sussex-sussex-county","NJ","Sussex County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nj-union-elizabeth","NJ","City of Elizabeth Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nj-union-union-county","NJ","Union County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nj-warren-warren-county","NJ","Warren County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-bernalillo-bernalillo-county","NM","Bernalillo County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-catron-catron-county","NM","Catron County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-chaves-roswell","NM","City of Roswell Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-chaves-chaves-county","NM","Chaves County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-cibola-cibola-county","NM","Cibola County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-colfax-colfax-county","NM","Colfax County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-curry-clovis","NM","City of Clovis Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-curry-curry-county","NM","Curry County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-de-baca-de-baca-county","NM","De Baca County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-doa-ana-doa-ana-county","NM","Do̱a Ana County Building Department","2020","false","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-eddy-carlsbad","NM","City of Carlsbad Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-eddy-eddy-county","NM","Eddy County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-grant-grant-county","NM","Grant County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-guadalupe-guadalupe-county","NM","Guadalupe County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-harding-harding-county","NM","Harding County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-hidalgo-hidalgo-county","NM","Hidalgo County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-lea-hobbs","NM","City of Hobbs Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-lea-lea-county","NM","Lea County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-lincoln-lincoln-county","NM","Lincoln County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-los-alamos-los-alamos-county","NM","Los Alamos County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-luna-deming","NM","City of Deming Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-luna-luna-county","NM","Luna County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-mckinley-gallup","NM","City of Gallup Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-mckinley-mckinley-county","NM","McKinley County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-mora-mora-county","NM","Mora County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-otero-alamogordo","NM","City of Alamogordo Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-otero-otero-county","NM","Otero County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-quay-quay-county","NM","Quay County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-rio-arriba-rio-arriba-county","NM","Rio Arriba County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-roosevelt-roosevelt-county","NM","Roosevelt County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-san-juan-farmington","NM","City of Farmington Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-san-juan-san-juan-county","NM","San Juan County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-san-miguel-san-miguel-county","NM","San Miguel County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-sandoval-rio-rancho","NM","City of Rio Rancho Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-sandoval-sandoval-county","NM","Sandoval County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-santa-fe-santa-fe-county","NM","Santa Fe County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-sierra-sierra-county","NM","Sierra County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-socorro-socorro-county","NM","Socorro County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-taos-taos-county","NM","Taos County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-torrance-torrance-county","NM","Torrance County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-union-union-county","NM","Union County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-valencia-los-lunas","NM","Village of Los Lunas Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nm-valencia-valencia-county","NM","Valencia County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-carson-city-carson-city","NV","Carson City Building Department","2020","false","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-churchill-churchill-county","NV","Churchill County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-clark-boulder-city","NV","Boulder City Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-clark-mesquite","NV","City of Mesquite Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-clark-clark-county","NV","Clark County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-douglas-douglas-county","NV","Douglas County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-elko-elko","NV","City of Elko Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-elko-elko-county","NV","Elko County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-esmeralda-esmeralda-county","NV","Esmeralda County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-eureka-eureka-county","NV","Eureka County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-humboldt-humboldt-county","NV","Humboldt County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-humboldt-winnemucca","NV","City of Winnemucca Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-lander-lander-county","NV","Lander County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-lincoln-lincoln-county","NV","Lincoln County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-lyon-fernley","NV","City of Fernley Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-lyon-lyon-county","NV","Lyon County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-mineral-mineral-county","NV","Mineral County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-nye-nye-county","NV","Nye County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-pershing-pershing-county","NV","Pershing County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-storey-storey-county","NV","Storey County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-washoe-sparks","NV","City of Sparks Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-washoe-washoe-county","NV","Washoe County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"nv-white-pine-white-pine-county","NV","White Pine County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-albany-albany-county","NY","Albany County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-allegany-allegany-county","NY","Allegany County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-bronx-bronx-county","NY","Bronx County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-broome-broome-county","NY","Broome County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-cattaraugus-cattaraugus-county","NY","Cattaraugus County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-cayuga-cayuga-county","NY","Cayuga County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-chautauqua-chautauqua-county","NY","Chautauqua County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-chemung-chemung-county","NY","Chemung County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-chenango-chenango-county","NY","Chenango County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-clinton-clinton-county","NY","Clinton County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-columbia-columbia-county","NY","Columbia County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-cortland-cortland-county","NY","Cortland County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-delaware-delaware-county","NY","Delaware County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-dutchess-dutchess-county","NY","Dutchess County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-erie-erie-county","NY","Erie County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-essex-essex-county","NY","Essex County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-franklin-franklin-county","NY","Franklin County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-fulton-fulton-county","NY","Fulton County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-genesee-genesee-county","NY","Genesee County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-greene-greene-county","NY","Greene County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-hamilton-hamilton-county","NY","Hamilton County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-herkimer-herkimer-county","NY","Herkimer County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-jefferson-jefferson-county","NY","Jefferson County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-kings-kings-county","NY","Kings County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-lewis-lewis-county","NY","Lewis County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-livingston-livingston-county","NY","Livingston County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-madison-madison-county","NY","Madison County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-monroe-monroe-county","NY","Monroe County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-montgomery-montgomery-county","NY","Montgomery County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-new-york-new-york","NY","NYC Department of Buildings","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-new-york-new-york-county","NY","New York County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-niagara-niagara-county","NY","Niagara County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-oneida-oneida-county","NY","Oneida County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-onondaga-syracuse","NY","City of Syracuse Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-onondaga-onondaga-county","NY","Onondaga County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-ontario-ontario-county","NY","Ontario County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-orange-orange-county","NY","Orange County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-orleans-orleans-county","NY","Orleans County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-oswego-oswego-county","NY","Oswego County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-otsego-otsego-county","NY","Otsego County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-putnam-putnam-county","NY","Putnam County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-queens-queens-county","NY","Queens County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-rensselaer-rensselaer-county","NY","Rensselaer County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-richmond-richmond-county","NY","Richmond County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-rockland-rockland-county","NY","Rockland County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-saratoga-saratoga-county","NY","Saratoga County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-schenectady-schenectady-county","NY","Schenectady County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-schoharie-schoharie-county","NY","Schoharie County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-schuyler-schuyler-county","NY","Schuyler County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-seneca-seneca-county","NY","Seneca County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-st-lawrence-st-lawrence-county","NY","St. Lawrence County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-steuben-steuben-county","NY","Steuben County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-sullivan-sullivan-county","NY","Sullivan County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-tioga-tioga-county","NY","Tioga County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-tompkins-tompkins-county","NY","Tompkins County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-ulster-ulster-county","NY","Ulster County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-warren-warren-county","NY","Warren County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-washington-washington-county","NY","Washington County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-wayne-wayne-county","NY","Wayne County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-westchester-white-plains","NY","City of White Plains Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-westchester-yonkers","NY","City of Yonkers Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-wyoming-wyoming-county","NY","Wyoming County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"ny-yates-yates-county","NY","Yates County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-adams-adams-county","OH","Adams County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-allen-allen-county","OH","Allen County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-ashland-ashland-county","OH","Ashland County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-ashtabula-ashtabula-county","OH","Ashtabula County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-athens-athens-county","OH","Athens County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-auglaize-auglaize-county","OH","Auglaize County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-belmont-belmont-county","OH","Belmont County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-brown-brown-county","OH","Brown County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-butler-fairfield","OH","City of Fairfield Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-butler-hamilton","OH","City of Hamilton Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-butler-middletown","OH","City of Middletown Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-butler-butler-county","OH","Butler County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-carroll-carroll-county","OH","Carroll County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-champaign-champaign-county","OH","Champaign County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-clark-springfield","OH","City of Springfield Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-clark-clark-county","OH","Clark County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-clermont-clermont-county","OH","Clermont County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-clinton-clinton-county","OH","Clinton County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-columbiana-columbiana-county","OH","Columbiana County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-coshocton-coshocton-county","OH","Coshocton County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-crawford-crawford-county","OH","Crawford County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-cuyahoga-lakewood","OH","City of Lakewood Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-cuyahoga-parma","OH","City of Parma Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-cuyahoga-cuyahoga-county","OH","Cuyahoga County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-darke-darke-county","OH","Darke County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-defiance-defiance-county","OH","Defiance County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-delaware-delaware-county","OH","Delaware County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-erie-erie-county","OH","Erie County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-fairfield-lancaster","OH","City of Lancaster Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-fairfield-fairfield-county","OH","Fairfield County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-fayette-fayette-county","OH","Fayette County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-franklin-dublin","OH","City of Dublin Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-franklin-grove-city","OH","City of Grove City Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-franklin-hilliard","OH","City of Hilliard Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-franklin-reynoldsburg","OH","City of Reynoldsburg Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-franklin-franklin-county","OH","Franklin County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-franklin-westerville","OH","City of Westerville Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-fulton-fulton-county","OH","Fulton County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-gallia-gallia-county","OH","Gallia County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-geauga-geauga-county","OH","Geauga County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-greene-greene-county","OH","Greene County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-guernsey-guernsey-county","OH","Guernsey County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-hamilton-cincinnati","OH","City of Cincinnati Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-hamilton-hamilton-county","OH","Hamilton County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-hancock-findlay","OH","City of Findlay Building Dept","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-hancock-hancock-county","OH","Hancock County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-hardin-hardin-county","OH","Hardin County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-harrison-harrison-county","OH","Harrison County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-henry-henry-county","OH","Henry County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
"oh-highland-highland-county","OH","Highland County Building Department","2020","true","Local Building Department","no codeSourceUrl + codeRetrievedAtIso — every value on this row is unprovenanced"
